customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_desc,internet_service,service_type,internet_service_desc,contract_type,contract_type_desc,payment_type,monthly_charges,total_charges,tenure_in_months,tenure_full_months,avg_monthly_charges,charges_match,churn,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents
0815-MFZGM,Female,0,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,2,2 Year,Credit card (automatic),99,4135,41.76767677,41,$99.00,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0816-TSPHQ,Male,0,No,No,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Mailed check,20.75,44.2,2.130120482,2,$20.75,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
0817-HSUSE,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Electronic check,75.5,75.5,1,1,$75.50,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0818-OCPZO,Male,1,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,81.45,2122.05,26.053407,26,$81.45,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0820-FNRNX,Male,0,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,0,Month-to-Month,Mailed check,66.7,1077.05,16.14767616,16,$66.70,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
0822-GAVAP,Female,0,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,34.7,62.25,1.793948127,1,$34.70,TRUE,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,0
0822-QGCXA,Female,1,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,0,Month-to-Month,Electronic check,83.85,2310.2,27.5515802,27,$83.85,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0823-HSCDJ,Male,1,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,49.15,2550.9,51.90030519,51,$49.15,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0
0824-VWDPO,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Bank transfer (automatic),96.75,4442.75,45.91989664,45,$96.75,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0825-CPPQH,Female,0,Yes,No,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Credit card (automatic),19.1,1372.45,71.85602094,71,$19.10,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,1
0827-ITJPH,Male,0,No,No,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Credit card (automatic),18.55,689,37.14285714,37,$18.55,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
0829-DDVLK,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Credit card (automatic),20.1,302.45,15.04726368,15,$20.10,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0
0829-XXPLX,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),89.4,1871.15,20.93008949,20,$89.40,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0831-JNISG,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Mailed check,19.8,1396.25,70.51767677,70,$19.80,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
0835-DUUIQ,Female,0,No,Yes,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Bank transfer (automatic),21.05,531.55,25.25178147,25,$21.05,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,2
0835-JKADZ,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Electronic check,111.25,7984.15,71.76764045,71,$111.25,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0836-SEYLU,Male,0,Yes,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Mailed check,40.65,328.95,8.092250923,8,$40.65,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,1
0839-JTCUD,Female,0,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),89.9,5958.85,66.28309232,66,$89.90,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
0839-QNXME,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Credit card (automatic),19.4,578.5,29.81958763,29,$19.40,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0
0840-DCNZE,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,1,1 Year,Bank transfer (automatic),86.95,4138.9,47.60092007,47,$86.95,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0840-DFEZH,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,75.35,564.65,7.493696085,7,$75.35,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0841-NULXI,Male,0,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,35.55,35.55,1,1,$35.55,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0
0842-IWYCP,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Bank transfer (automatic),44.95,2168.9,48.25139043,48,$44.95,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0843-WTBXE,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),85.45,4517.25,52.8642481,52,$85.45,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0847-HGRML,Male,0,No,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Bank transfer (automatic),20,1250.1,62.505,62,$20.00,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,2
0848-SOMKO,Male,0,No,No,0,No Phone Service,1,Internet Only,DSL,2,2 Year,Bank transfer (automatic),48.4,3442.8,71.1322314,71,$48.40,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,0
0848-ZGQIJ,Female,0,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),94.65,1461.15,15.43740095,15,$94.65,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0851-DFJKB,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Electronic check,58.95,955.15,16.20271416,16,$58.95,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0853-NWIFK,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,100.3,4483.95,44.70538385,44,$100.30,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0853-TWRVK,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),105.6,7581.5,71.79450758,71,$105.60,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0854-UYHZD,Female,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Mailed check,19.55,265.3,13.57033248,13,$19.55,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3
0856-NAOES,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Mailed check,60.9,414.1,6.799671593,6,$60.90,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0859-YGKFW,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Bank transfer (automatic),20.05,345.9,17.25187032,17,$20.05,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
0862-PRCBS,Female,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Credit card (automatic),103.75,7039.45,67.85012048,67,$103.75,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
0864-FVJNJ,Female,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,113.35,7222.75,63.72077636,63,$113.35,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
0866-QLSIR,Female,0,No,No,2,Two or More Lines,1,Phone & Internet,DSL,1,1 Year,Mailed check,64.4,2088.75,32.43400621,32,$64.40,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0867-LDTTC,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Bank transfer (automatic),75.15,392.65,5.224883566,5,$75.15,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0867-MKZVY,Female,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,82.4,1592.35,19.32463592,19,$82.40,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1
0868-VJRDR,Male,0,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,2,2 Year,Credit card (automatic),104.05,6605.55,63.48438251,63,$104.05,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0869-PAPRP,Female,1,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),85.7,2067,24.11901984,24,$85.70,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0870-VEMYL,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Credit card (automatic),53.85,259.8,4.824512535,4,$53.85,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0871-OPBXW,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Mailed check,20.05,39.25,1.957605985,1,$20.05,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0
0871-URUWO,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),102.25,1359,13.29095355,13,$102.25,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1
0872-CASZJ,Male,0,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,1,1 Year,Mailed check,69.1,4096.9,59.2894356,59,$69.10,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0872-JCPIB,Male,0,No,No,2,Two or More Lines,1,Phone & Internet,DSL,0,Month-to-Month,Bank transfer (automatic),65.75,1111.2,16.90038023,16,$65.75,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0872-NXJYS,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,79.55,723.4,9.093651791,9,$79.55,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0875-CABNR,Female,1,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),84.6,865.55,10.23108747,10,$84.60,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0876-WDUUZ,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),85.4,425.9,4.987119438,4,$85.40,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0877-SDMBN,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Bank transfer (automatic),103.95,5639.05,54.24771525,54,$103.95,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0880-FVFWF,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,86.4,4922.4,56.97222222,56,$86.40,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0880-TKATG,Male,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,101.15,385.9,3.81512605,3,$101.15,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3
0883-EIBTI,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Mailed check,19.5,31.55,1.617948718,1,$19.50,TRUE,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0
0885-HMGPY,Male,0,No,No,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Bank transfer (automatic),69.4,4237.5,61.05907781,61,$69.40,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0886-QGENL,Female,1,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,101.25,2754.45,27.20444444,27,$101.25,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1
0887-HJGAR,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Mailed check,45.7,45.7,1,1,$45.70,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0887-WBJVH,Female,0,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,93.45,4872.2,52.13697164,52,$93.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0895-DQHEW,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,104.3,5278.15,50.605465,50,$104.30,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1
0895-LMRSF,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,1,1 Year,Bank transfer (automatic),64.9,1509.8,23.26348228,23,$64.90,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0895-LNKRC,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Mailed check,19.45,113.5,5.835475578,5,$19.45,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
0895-UADGO,Male,0,No,Yes,0,No Phone Service,1,Internet Only,DSL,2,2 Year,Mailed check,44.55,343.45,7.709315376,7,$44.55,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,2
0897-FEGMU,Female,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,99.5,1056.95,10.62261307,10,$99.50,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1
0898-XCGTF,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Bank transfer (automatic),96.5,5673.7,58.79481865,58,$96.50,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0899-LIIBW,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,100.85,3527.3,34.97570649,34,$100.85,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0899-WZRSD,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,105.35,5794.45,55.00189843,55,$105.35,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0902-RFHOF,Male,0,No,No,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Mailed check,20.1,730.1,36.32338308,36,$20.10,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,0
0902-XKXPN,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Bank transfer (automatic),20.2,1376.5,68.14356436,68,$20.20,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
0906-QVPMS,Male,0,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),115.15,8349.45,72.50933565,72,$115.15,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0907-HQNTS,Female,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Credit card (automatic),113,7987.6,70.68672566,70,$113.00,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0909-SDHNU,Female,0,No,Yes,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Mailed check,29.8,201.95,6.776845638,6,$29.80,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,2
0909-SELIE,Male,0,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Bank transfer (automatic),80.8,4860.85,60.15903465,60,$80.80,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0913-XWSCN,Male,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),85.5,4713.4,55.12748538,55,$85.50,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
0916-KNFAJ,Male,0,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Mailed check,69.9,4226.7,60.46781116,60,$69.90,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,1
0916-QOFDP,Female,1,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,95.8,1346.3,14.05323591,14,$95.80,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
0917-EZOLA,Male,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),104.15,7689.95,73.83533365,73,$104.15,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1
0921-OHLVP,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,83.05,1799.3,21.66526189,21,$83.05,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0923-PNFUB,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,83.75,247.25,2.952238806,2,$83.75,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0924-BJCRC,Female,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,89.45,5294.6,59.19060928,59,$89.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0925-VYDLG,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,75.25,242,3.215946844,3,$75.25,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0927-CNGRH,Male,0,No,Yes,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Mailed check,19.55,19.55,1,1,$19.55,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,2
0927-LCSMG,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,74.65,544.55,7.29470864,7,$74.65,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0928-JMXNP,Male,1,Yes,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Electronic check,29.9,118.25,3.954849498,3,$29.90,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,1
0928-XUTSN,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,80.5,1011.8,12.5689441,12,$80.50,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0929-HYQEW,Male,0,No,No,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Mailed check,50.15,160.85,3.207377866,3,$50.15,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0929-PECLO,Female,1,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),89.6,5538.8,61.81696429,61,$89.60,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0930-EHUZA,Female,0,No,No,1,One Line,1,Phone & Internet,DSL,1,1 Year,Mailed check,76.35,2606.35,34.13686968,34,$76.35,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0931-MHTEM,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),100.05,5299.65,52.97001499,52,$100.05,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0932-YIXYU,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Credit card (automatic),20.25,1029.8,50.85432099,50,$20.25,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0
0936-NQLJU,Female,0,Yes,No,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Credit card (automatic),20.65,875.55,42.39951574,42,$20.65,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,1
0939-EREMR,Female,0,No,Yes,1,One Line,1,Phone & Internet,DSL,0,Month-to-Month,Mailed check,53.45,718.1,13.43498597,13,$53.45,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,2
0939-YAPAF,Female,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,100.25,3527.6,35.18802993,35,$100.25,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0940-OUQEC,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),80.7,788.8,9.774473358,9,$80.70,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0942-KOWSM,Female,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,2,2 Year,Bank transfer (automatic),80.8,2369.3,29.3230198,29,$80.80,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
0943-ZQPXH,Male,0,Yes,Yes,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),92.95,4122.9,44.35610543,44,$92.95,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
0945-TSONX,Female,0,Yes,Yes,2,Two or More Lines,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),85.3,4107.25,48.15064478,48,$85.30,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
0946-CLJTI,Male,1,Yes,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,98.7,5812.6,58.89159068,58,$98.70,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1
0946-FKYTX,Male,0,No,No,0,No Phone Service,1,Internet Only,DSL,1,1 Year,Mailed check,30.1,1623.4,53.93355482,53,$30.10,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,0
0947-IDHRQ,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,80.3,526.7,6.559153176,6,$80.30,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0947-MUGVO,Male,1,Yes,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,73.65,1463.5,19.87101154,19,$73.65,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1
0952-KMEEH,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,98.15,1230.25,12.53438614,12,$98.15,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0953-LGOVU,Male,0,Yes,Yes,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Mailed check,35.5,432.25,12.17605634,12,$35.50,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,3
0956-ACVZC,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),94.1,5060.9,53.78214665,53,$94.10,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0956-SYCWG,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Electronic check,19.65,244.8,12.45801527,12,$19.65,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0
0958-YHXGP,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,69.9,497.3,7.114449213,7,$69.90,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,0
0959-WHOKV,Male,0,No,No,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Electronic check,99,4298.45,43.41868687,43,$99.00,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,0
0960-HUWBM,Male,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,2,2 Year,Bank transfer (automatic),104.1,6700.05,64.36167147,64,$104.10,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
0961-ZWLVI,Male,0,No,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,1,1 Year,Credit card (automatic),109.2,5290.45,48.44734432,48,$109.20,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,2
0962-CQPWQ,Female,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,2,2 Year,Bank transfer (automatic),20.3,1296.15,63.84975369,63,$20.30,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3
0963-ZBDRN,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,96.2,3183.4,33.09147609,33,$96.20,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0967-BMLBD,Female,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Mailed check,20,196.35,9.8175,9,$20.00,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,3
0968-GSIKN,Female,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Mailed check,70.8,70.8,1,1,$70.80,TRUE,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0
0969-RGKCU,Male,0,Yes,Yes,1,One Line,0,Phone Only,No Internet Service,1,1 Year,Credit card (automatic),19.8,677.05,34.19444444,34,$19.80,TRUE,No,FALSE,FALSE,TRUE,FALSE,FALSE,3
0970-ETWGE,Male,0,No,No,1,One Line,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Electronic check,89.55,89.55,1,1,$89.55,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0
0970-QXPXW,Female,0,No,No,1,One Line,0,Phone Only,No Internet Service,0,Month-to-Month,Mailed check,19.65,19.65,1,1,$19.65,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,0
0971-QIFJK,Female,0,Yes,No,2,Two or More Lines,0,Phone Only,No Internet Service,2,2 Year,Bank transfer (automatic),24.25,1641.8,67.70309278,67,$24.25,TRUE,No,TRUE,FALSE,TRUE,FALSE,FALSE,1
0973-KYVNF,Female,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,2,2 Year,Credit card (automatic),70.65,5011.15,70.92922859,70,$70.65,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,3
0975-UYDTX,Female,0,Yes,No,2,Two or More Lines,1,Phone & Internet,DSL,1,1 Year,Credit card (automatic),90.1,2312.55,25.66648169,25,$90.10,TRUE,No,TRUE,FALSE,TRUE,TRUE,TRUE,1
0975-VOOVL,Female,0,No,No,0,No Phone Service,1,Internet Only,DSL,0,Month-to-Month,Mailed check,29.2,98.5,3.373287671,3,$29.20,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,0
0979-MOZQI,Male,0,Yes,No,0,No Phone Service,1,Internet Only,DSL,2,2 Year,Bank transfer (automatic),39,2337.45,59.93461538,59,$39.00,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,1
0979-PHULV,Male,0,Yes,Yes,2,Two or More Lines,2,Phone & Internet,Fiber Optic,0,Month-to-Month,Credit card (automatic),99.45,7007.6,70.46354952,70,$99.45,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3
0980-FEXWF,Male,0,Yes,Yes,1,One Line,1,Phone & Internet,DSL,1,1 Year,Mailed check,50.35,1285.8,25.53723932,25,$50.35,TRUE,No,FALSE,FALSE,TRUE,TRUE,TRUE,3
